delta,theta,alpha,beta,mano
1.5423351563525207,1.0837650398397276,0.9681625941513075,0.6346167227221129,open
1.5596671604366268,0.8546388392980871,0.9796538576511842,0.6851054786176481,open
1.4835547126466817,0.7563355814172011,0.0020967321988210152,0.42753000443556,open
1.4690896116053003,0.9268213130530814,0.12948078510308522,0.32972900267126265,open
1.5646334804593798,1.11354092772505,0.7183095123326543,0.5801244310424019,open
1.5897092260497905,1.1673048253149196,0.9124687924314349,0.5417693956912737,open
1.5775525105135777,1.1002220477131661,1.0152999877455737,0.5285674525002982,open
1.5761606982416376,0.6913149903342339,0.8927707228798374,0.7309066198840153,open
1.5211327236568282,0.773860920541676,0.32332385934270996,0.43838498074174265,open
1.5931417443591063,1.0525227790084977,0.5823752531206781,0.48389486530084086,open
1.6170157658064606,1.1913267256149378,0.7660940041412238,0.5630743894551644,open
1.5609939527249757,1.1918337165466266,0.96057422835489,0.5845615176799832,open
1.5832832104215644,1.05979725291875,1.0730343261160602,0.6293635147362651,open
1.521401586501051,0.6276621792263983,0.6956142611841978,0.5864316756721264,open
1.5557185143701475,0.8530655227290367,0.26755906913575983,0.6370221207536798,open
1.5759024207247962,1.0548976002330444,0.4383174832912557,0.6277685711176413,open
1.586667734682392,1.2183926106991798,0.8120654542596348,0.5907952152929186,open
1.5983288784597716,1.156337299589319,0.9777758115780774,0.5685986075545074,open
1.5299573605609027,0.8760183541352304,0.9384480888088134,0.7704066670121837,open
1.5327931386201779,0.704440772224735,0.34293070329747255,0.4819822611543536,open
1.542500478506496,0.9295386766501338,0.07776565053712056,0.4597069418443279,open
1.6038458717195678,1.1361806495377644,0.8341497593405607,0.689928012303419,open
1.6259574629330023,1.2173358418617137,0.8264632555625508,0.698536696603772,close
1.6054443451068565,1.1753326323806537,0.946996491522639,0.6075740125087041,close
1.5708198391295214,0.8688916072056047,0.9990986018141116,0.6983618175364854,close
1.534236735864906,0.5949687233560257,0.6716750053114608,0.617320792564226,close
1.562493975942795,1.0783901339265904,0.838408744021955,0.5427301234148044,close
1.564501507893082,1.1475447709838744,0.8613644224675872,0.7954614679094408,close
1.588940280146759,1.1612761851429747,0.7991053733175729,0.6902801661366949,close
1.5620009711629042,1.0445558414626848,1.0487654341458297,0.6050351725636807,close
1.5558464200247242,0.8508548141086197,0.9756143246779801,0.6889556350905105,close
1.5365448885738586,0.8921060784654951,0.43802906758695287,0.44223355303406603,close
1.5088890743315044,1.0092357165202201,0.5057952549687406,0.31205837021414934,close
1.6038007334916144,1.1526413128492008,0.7835507195134762,0.5941651176304699,close
1.544709009762501,1.1635525621610046,0.8550257049184276,0.5017310164794234,close
1.5738373293638672,1.0956303479662048,1.0130399784657942,0.5279586668212857,close
1.5701716485871926,0.6823126498150143,0.8902521308975156,0.721582439189214,close
1.5112904629205397,0.7568144629961724,0.30290994563839074,0.43837575331952533,close
1.5423110907636979,0.9045389563417081,-0.011589866459244327,0.4747612616849036,close
1.5715764805970023,1.1717859724613922,0.7634709406783441,0.5699243957711337,close
1.5970865778326089,1.1819960573135861,0.8456762007040495,0.5817836061781596,close
1.5317193628118915,1.087125447022114,1.0061885029217086,0.6039441499680409,close
1.558006847186708,0.837476666338982,0.9985844614610435,0.8071734434216391,close
1.5366575986213984,0.6310724794675605,0.6201313354519064,0.6430820309227568,close
1.575899127840897,1.0617283838210474,0.4454474374295734,0.6303382148535626,close
1.628421491299081,1.1922531837650494,0.789466868405639,0.6038192941701095,close
1.5638723714510248,1.184517040588951,0.9308434522279461,0.5894369140532905,close
1.5779200139893348,1.023352728815912,1.0432436769121907,0.6141305213671304,close
1.5005950633143357,0.5871864995127292,0.5118169739141225,0.3974901741861543,close
1.5749037116626694,0.8761559958436103,0.2879427658567028,0.46922822605225545,close
1.5524672868548537,1.0714154801367768,0.6109076087054388,0.42544760418999883,close
1.6301106294046426,1.187779087299128,0.8297544573832198,0.6917020642345727,close
1.5671183951702015,1.1999224455502389,0.9086253262182145,0.6346284598273687,close
1.5431093658360342,1.1095228540854896,0.9835332548769442,0.612036747294079,close
1.5742516665897957,0.5355227164112177,0.6403987694480356,0.6051083515089405,close
1.5050349183809564,1.0043015265861652,0.5026170892602378,0.6279280485118434,close
1.5782751103747255,1.1289493871791703,0.8939308937743718,0.8049374660282753,close
1.5684329090659028,1.1853231979605772,0.8162252737876516,0.6782891450007003,close
1.5757851019602303,1.1201715547114808,0.9383871111473284,0.5595298956838323,close
1.512167362326379,0.9147355030863347,0.9467251618532311,0.7085715270444689,close
1.520651221605112,0.6388543488620279,0.746071522471558,0.6675942745502501,close
1.5070833952264011,0.8935633072846442,0.09135135856679548,0.45325221233530244,close
1.5395592225731485,1.1275012183624795,0.726076307002313,0.5995539585219247,close
1.5993081910027949,1.1743972475523317,0.7743435956373275,0.5901575903507399,close
1.5320865110247555,1.1282449644373187,0.9668040979310817,0.5377937356088104,close
1.564540169940359,0.9524723322431908,1.021857443572308,0.5879868417354649,close
1.494128501473603,0.6558429667314782,0.4445071273781766,0.33940687771267053,close
1.5364121170849794,0.9346903547027434,0.04772612566807702,0.4325218843678242,close
1.5764892963757764,1.0782116752131758,0.49939035452761504,0.5198634672048212,close
1.5654893233530056,1.1983990072860053,0.825509979291415,0.5381088002276713,close
1.58920964187159,1.1508735953661504,1.0009408609262203,0.55390373667685,close
1.5229264024651523,0.9076371645675477,0.9673518029914929,0.8012428954079814,close
1.5368987640176932,0.6534231040320899,0.6350690421341567,0.6589928604926654,close
1.5655131568332554,0.8380988824805318,0.2444448285476051,0.6227822402401391,close
1.6092424509510208,1.2009403163182337,0.7923605284743831,0.6102218693564619,close
1.6237299318960625,1.2098230563918764,0.8395574405484016,0.601334857717601,close
1.546352449573592,1.1142446009787803,1.0093897594635708,0.6023996319290893,close
1.5753714679911706,0.7715018924339991,0.9461372600519752,0.7852359462181373,close
1.5324042385250973,0.6547987541461708,0.364835626264644,0.47462458409701097,close
1.5852499801434579,1.0278577500798458,0.6657481684998339,0.41226821718875295,close
1.593417533868733,1.163481277706899,0.7959802040183711,0.6783823182427228,close
1.6251583541630539,1.2115834673462857,0.8239986974082291,0.7183692338760941,close
1.5891968416451603,1.0876853903384185,1.054207935622961,0.6294258995032608,close
1.5309443018230462,0.9388358501709381,0.9539674353819154,0.715584191343875,close
1.5548433388136067,0.9856752767003815,0.6296968186693871,0.6049531047196779,close
1.5286850313187355,1.1049471937875743,0.7719897809128731,0.5443630654363254,close
1.6192506306997314,1.1789576824233319,0.7801608805551291,0.6718016943619018,close
1.5892798698670998,1.1592155336601688,0.9836969930927586,0.6295385991266693,close
1.5724362500257918,1.0524551552063124,1.0390122346311268,0.6240977772519386,close
1.5242301457751108,0.6498379692592422,0.7402219847165374,0.6627343163285363,close
1.5000015665788364,0.9363861842611126,0.2833784770670976,0.38872593451849535,close
1.532565640198029,1.125832795133949,0.7209581994886651,0.5936412423175643,close
1.6038042701674753,1.1856347988422264,0.7706360194183646,0.5863332805789224,close
1.5383642946981824,1.1431629146235054,0.9810754166640786,0.5385486877629104,close
1.5775504764978647,1.0060287764714397,1.0690883780088927,0.6200693227611888,close
