delta,theta,alpha,beta,mano
1.550641532049311,1.0695390706447294,0.6038434087761626,0.44446126864133806,open
1.6272923463552118,1.2219514872501862,0.8375872093408913,0.7028482245904024,open
1.5626442828792224,1.1620210949828351,1.033449657401986,0.63952426599803,open
1.568516882708383,0.8885319950089446,1.0159921323751315,0.7184772883816206,open
1.5010134392781407,0.8508405995307284,0.29035625145806787,0.6282325360426262,open
1.5228483392091172,1.104954332838867,0.7836717347187744,0.5430322946737846,open
1.5673306780709642,1.1528851408214862,0.8709971769672838,0.8017251821063598,open
1.5902135205771781,1.1525905259060338,0.9671179057030752,0.6236683225829006,open
1.5029122035732994,0.9231499220764473,0.9619498276544811,0.7129137399596763,open
1.5240945928597567,0.6422743820873064,0.754478583161941,0.6684427482417878,open
1.5034262148147424,0.8931136812883747,-0.018120107290682936,0.4478199664450539,open
1.5710837402906566,1.1209113166522005,0.7055862607857462,0.5797574543056964,open
1.5545966755419083,1.184189034701845,0.8763903474000191,0.508492146084999,open
1.5728444620796096,1.094785595690816,1.015517881332817,0.5269371904099311,open
1.5235261889308886,0.7843292822475386,0.866084083968866,0.7017704647274804,open
1.5195350017793605,0.7751830621118454,0.32674437195671363,0.4413607261110907,open
1.5551805341011251,1.0777306082633027,0.5148635248459031,0.5361467792258804,open
1.613281778200107,1.1823336351421578,0.7694919394401962,0.563862267190646,open
1.5563981235700106,1.174822927037297,0.9601213652578201,0.5903200779431124,open
1.5816248385710094,1.0461966517146077,1.0567896973507407,0.6352571307448395,open
1.538234080330966,0.6699062442164119,0.633230135794248,0.6573555255795241,open
1.5588713152255538,0.8391106269673437,0.20942274735469207,0.6248037941645045,open
1.6096173250589516,1.1946828357102448,0.8038342163529237,0.6086378716278408,open
1.621921683674217,1.1905328269301958,0.8118547047762714,0.6241432833651804,open
1.583363949902242,1.045110835208889,1.048010070797425,0.6025644163097187,open
1.513168140206731,0.8430452723183417,0.9087927709575273,0.7966827731799256,open
1.5437950566530627,0.9223990268869728,0.03371729073255054,0.45267783892899355,open
1.5566039105211456,1.0670436167577284,0.6120730907445276,0.43044839304760224,open
1.6016511288984692,1.2202824198737754,0.8304972758500516,0.7109110279830075,open
1.6081167109589718,1.181241164323087,0.9492147447380644,0.6318246631351153,open
1.5762988549133257,0.8819095244716678,1.0090896476440305,0.7128748738046029,open
1.5037443994420812,0.850928809674813,0.23275039940463177,0.6201257313482971,open
1.518335667670021,1.1068592201688074,0.8059024367623376,0.5386798369349609,open
1.5675165552435122,1.151321360274842,0.8692629931240416,0.7905263419315254,open
1.5895120337029915,1.153639817296391,0.9727413840390239,0.6313616282007644,open
1.5710801542905357,1.0544693292980276,1.041294805354155,0.6160665009084125,open
1.5251907317961138,0.6401955336971668,0.7553456632426933,0.6688129587443272,open
1.50334275403671,0.9006472340958417,0.13183881891965366,0.4247883545628842,open
1.5300109843524334,1.1225683320801823,0.7483907927955475,0.5883836601841432,open
1.6029761147136923,1.1815433178709152,0.7827686690978263,0.5850741103218032,open
1.6119490039170652,1.122812901109614,0.9619781380243586,0.4457470505157316,open
1.5297867021864588,0.7952644570453665,0.8788056629684203,0.700193294807448,open
1.5173004876263505,0.7592666612359705,0.33102043325485636,0.4447005461060158,open
1.5330357971487443,0.8777629364745281,-0.1755748069385773,0.4853768881944319,open
1.6209997569917274,1.196729584039465,0.7821542521366682,0.5660412281108679,open
1.555795702932397,1.1929962661183169,0.9788424672980406,0.5793145488949886,open
1.5817071401714549,1.0662014746399482,1.0748036861864665,0.6317107116755347,open
1.5192149431463589,0.6122497430478875,0.7082004694807484,0.591464576139735,open
1.5593366009946767,0.8519087410359579,0.22205851643227575,0.6343532362013338,open
1.5990272429954424,1.059879809076914,0.44793134881658037,0.6464363998949546,open
1.6206472345533633,1.2064953496993551,0.8404490853571775,0.6103840280167944,open
1.6022904705053265,1.1505280339797608,0.9665402757602207,0.5865457098774916,open
1.5594903462578482,0.7862607454563009,0.9573545400395137,0.790197883793778,open
1.5281027606574,0.6738222376670981,0.273051429677219,0.4764324408262258,open
1.5560253987095558,1.074634340132964,0.6177440973832307,0.4334572701086796,open
1.593862756322613,1.1603109363089208,0.8021475675189413,0.6793659243292861,open
1.5793032614869613,1.2117788805407839,0.9274247010591108,0.6441669011357731,open
1.5898075496188973,1.0809932030807459,1.0467585966395574,0.6314616838806737,open
1.5422835231175598,0.596561426742151,0.692561238939053,0.6353893557036346,open
1.5171934014436301,1.0032870640453768,0.5428116981572395,0.6165771511711945,open
1.5340584300055777,1.1572637722247057,0.8716256258554321,0.7989932022998977,open
1.595894981531843,1.1755501921054645,0.8249615267625684,0.6885373875287302,open
1.5307710577890268,1.085045626679324,0.9871769096638177,0.6317686647485985,open
1.557068235432512,0.850871859132899,0.97665393641337,0.6884087354785284,open
1.5038293024965075,0.949719060261609,0.2776952420306909,0.42557362415616923,open
1.5254129462267536,1.027098371833086,0.5380634220268727,0.32134002481836066,open
1.5810912065422325,1.1887683948467236,0.766946325885093,0.6024993092132709,open
1.5904974401797762,1.1596744473806755,0.8934985805404727,0.5370642354094745,open
1.5217791811729628,1.006513023953423,0.9726380136212236,0.5233931426292205,open
1.541764549200815,0.6980320397383265,0.886527150000366,0.7275229079329706,open
1.5808936964031197,0.8922217861591966,0.2720951854578747,0.4287234332161704,open
1.5848323046366684,1.0841332279893199,0.49030475481510594,0.5238001526634418,open
1.5732852104857262,1.2020223614305487,0.8339444125022722,0.5339130963938402,open
1.5920233697595934,1.1511186976935792,0.998371676540565,0.5543222258154911,open
1.5369684880053938,0.9121023594330261,0.9776379679496103,0.7878577561549176,open
1.5374316291772294,0.6525592417438186,0.6257044587660968,0.6517553317467335,open
1.5648942719469552,0.8372481945483901,0.29452203716490977,0.646376400368456,open
1.6355513880261234,1.2055327954014528,0.795860634576468,0.604626741829616,open
1.622772156961784,1.2044802570999766,0.8372570261547969,0.625021847867307,open
1.595449762922214,1.0560105155464765,1.0521125145055863,0.6055475212133291,open
1.5150681052746031,0.5974428371721909,0.5627086754308309,0.4162597057463533,open
1.5448812062647301,0.9210538732870039,0.026328030376193374,0.46304179448115484,open
1.557670829672111,1.066368712318922,0.6117821757877303,0.4306398466691403,open
1.5984117635554778,1.2190562156075355,0.828471094578839,0.7103539260533125,open
1.6081761141194888,1.1774665320386997,0.9444343560140882,0.627007254051956,open
1.5301437775515105,0.9473253651211336,0.9606068237544483,0.7081355274424574,open
1.5413831378413825,0.603424886803918,0.6729682862141273,0.6162235177882945,open
1.5274860183635848,1.1155187296713103,0.7832499020696034,0.5642014513721149,open
1.5290179343727597,1.0930056979524048,0.7979674228639797,0.5326102169609938,open
1.55464438915894,1.1768822514960677,0.930357860647687,0.6418132804252444,open
1.5780447838488034,1.0681592744379056,1.0528311137902744,0.624599887543295,open
1.5159158075609604,0.6391099267057926,0.7508033966682257,0.6000198891886849,open
1.4995293272640848,0.9253694513989523,0.2396996566534805,0.42800795443814343,open
1.5206933216407912,1.0115576138448075,0.5105904773448268,0.3254280641358792,open
1.5692427335592898,1.1843735506534103,0.7861422546770255,0.5955830220663936,open
1.6003254293503013,1.1840495654405165,0.9261530534151057,0.5181168190598764,open
1.5680100803120514,0.9457527472615849,1.0192957607064674,0.5842220052947884,open
1.5465919823743943,0.7157485488200839,0.9066842789962782,0.7532758776267299,open
1.5799644076282413,0.884639660554696,0.26694767246759665,0.43151477769105046,open
1.5846903508136891,1.08456334538075,0.4887933092257081,0.5226009334799396,open
1.5777498005763115,1.2069799432068795,0.837471300307598,0.5314243016114626,close
1.5921983784144682,1.156316092047484,1.006383361225188,0.5523079140965185,close
1.5321919737281027,0.9283104606057104,0.9797849400018436,0.7914902005542024,close
1.5372882314041882,0.64438568263542,0.6328279172848242,0.6575962165386315,close
1.562414568635173,0.8364283656169564,0.25695683325731095,0.6342385641940752,close
1.609636116771866,1.1949108948136213,0.8036705380725507,0.6087938145113675,close
1.6172531973682258,1.1899995018801943,0.8197464669966431,0.6172691687787487,close
1.5457372974776,1.0851431727860112,0.9878092905999895,0.5986796131480026,close
1.558402618581194,0.7522507632793777,0.9265054980937758,0.7966757083699693,close
1.5289396899296686,0.686786684501155,0.2968321616995926,0.4639392415180465,close
1.5573290613791473,1.0783434816892428,0.6130943603853513,0.4284953492366278,close
1.6399768500710736,1.1965704938798642,0.8350469002428407,0.6948091338091753,close
1.6081423964992299,1.1924457646525768,0.9696244017877657,0.6313552316371722,close
1.5892295083810246,1.08082649670492,1.0487835019545968,0.6215620893443367,close
1.54713119260372,0.6004813912674144,0.6716791224779708,0.6387267076424045,close
1.5039147469585672,0.9819013589858476,0.5068296717910035,0.6249316212542257,close
1.5378842426088999,1.1638482233742922,0.8679440488971082,0.7978567055843772,close
1.6065896903704229,1.1845915462013556,0.8236498459282081,0.6830710907243609,close
1.5348023244486535,1.1072654896414411,1.0061555047583155,0.6305349057163376,close
1.5668963904043423,0.8787308389049766,0.9958627824708027,0.6920495757676526,close
1.486079962303047,0.7593245575732893,-0.04326261731354702,0.42482133960915686,close
1.5173603035951422,1.0316357279021628,0.577063531008673,0.3358586268689195,close
1.568398557347393,1.1117602557124842,0.6949878207693365,0.580238903946758,close
1.5524872070385454,1.1748973485217162,0.8689166400263828,0.5133259775709821,close
1.5737754173716487,1.0901685721334553,1.009608461637402,0.5189377815677026,close
1.524873863004165,0.7849558590493034,0.8679574406116584,0.6996602755973523,close
1.5172324686579417,0.7710198813396476,0.32889774448076076,0.44395640756634397,close
1.550933694711989,0.9092432231195778,0.0865305019658969,0.4836311964177438,close
1.5870327656280583,1.1956633798944416,0.7878818083630891,0.5632678384391843,close
1.6046410799088289,1.191260119962904,0.8558400244127967,0.5988748219816751,close
1.5871645029680852,1.0368751846880861,1.0608449933378312,0.624817797003103,close
1.5669608438981162,0.8333737174691651,0.9937907853997817,0.8088481835786469,close
1.6007402638752817,0.7904805890243845,0.13407408032981458,0.6343707261768837,close
1.5658821835513876,0.9429733114527925,0.6238829488898766,0.7094955322851059,close
1.5918248222186338,1.2226350984248537,0.819157163782027,0.5878069124450407,close
1.6102782185294047,1.1732639538275917,0.9905003436759532,0.5709712767594068,close
1.5335007847706856,0.8870530922607947,0.9448133074074893,0.7720642822890151,close
1.533196646570281,0.6727912911500127,0.3530379829217995,0.4960052455614447,close
1.5463577694770076,0.9199247869057845,0.07068218058356926,0.46997758852312516,close
1.5674937425145827,1.1652309078086691,0.8077093715140765,0.6888883529640171,close
1.624818321714048,1.2073635412537815,0.8219619517436545,0.7012990113856151,close
1.5540006467170921,1.127892028004319,0.9955917420387689,0.6396542654657226,close
1.5722088476555265,0.8545708362368847,0.9879279785906261,0.7079233052728645,close
1.5034229856247519,0.8570282651114856,0.29470237767457313,0.6322438124335106,close
1.5298721460887383,1.108481224535877,0.7758215234097411,0.543459563341425,close
1.5795655092344076,1.2091043368637329,0.823986257795161,0.6831530517408493,close
1.5935215627962767,1.158613000439756,0.9719320682681798,0.6265845397588042,close
1.5166670800658548,0.9385275706205105,0.9690702088870458,0.7177439177875242,close
1.5273949689081059,0.6409341892342599,0.7606832817383943,0.6700221871949106,close
1.5054064767013935,0.89995122951376,0.1396939396952861,0.4237660469366375,close
1.5279412942807233,1.107539224179942,0.7157031292017398,0.5955365455140178,close
1.5564840148556225,1.0459337906237027,0.6038111630365136,0.7723107321362066,close
1.5355855189306251,1.1249293679369627,0.9623205220317674,0.5406676784108599,close
1.5692727936155142,0.9543082497730571,1.0203755685992737,0.5910364189342219,close
1.5091075206051103,0.6222932270148228,0.46709608894978905,0.3995650430346923,close
1.546775245467573,0.9279425379159318,0.04158313819285283,0.4431844333059216,close
1.5888344079369903,1.2031768633051068,0.7725393948629202,0.5821653846680367,close
1.6057332300338523,1.1948310395075428,0.8536205356012495,0.5761121337513334,close
1.500566712978616,1.1239762193525888,0.9836465643603457,0.6059958760838445,close
1.563546683872814,0.8525714381662918,1.0060229690876599,0.8096243987116348,close
1.544054509886447,0.6185179368849625,0.6478697581347073,0.6372746039568321,close
1.579111110385737,1.0640308656719426,0.44381291951446444,0.6322608332730578,close
1.627228490600683,1.1926448262306066,0.790739045937569,0.5865254779545643,close
1.6041292481012142,1.160645316638667,0.9799525709725425,0.5722822968169246,close
1.586494256840707,1.0314977931107046,1.0396642636131477,0.6171357829470437,close
1.5299225141515023,0.7022761956474505,0.4106857019364853,0.4870202336061268,close
1.5431188270847283,0.922588584923794,0.13012711933123924,0.43799593827661587,close
1.5680599701305054,1.1658913560962691,0.8044993783863539,0.6897044021485975,close
1.621550321669067,1.212431390494283,0.8150725451356718,0.7015547277054465,close
1.5549088674300748,1.1278846220846293,0.995874588575173,0.639475100111214,close
1.5732930447754352,0.8543916034395984,0.9884581253876653,0.7077811783446886,close
1.5028848732434583,0.8504033510846181,0.7011274681360773,0.6842768883672029,close
1.5397068008672732,1.101747679590391,0.7777712604105442,0.5485521814619049,close
1.576155840927499,1.20310946597919,0.8192591416213941,0.6805607290296799,close
1.5930282444745962,1.1578159519797173,0.9712072056697577,0.6234296128699546,close
1.5161672611707768,0.9354669391206245,0.9669151131921808,0.7188251315842521,close
1.522908341969498,0.6402275439410134,0.7626165272935818,0.6712898382563145,close
1.5040754879694647,0.896632061953829,0.09863045210490537,0.4255655490834356,close
1.5640968948610057,1.1114658695641424,0.697637395290902,0.5959865296157736,close
1.5966207031763369,1.1755635236060356,0.7854075755831368,0.578239508960261,close
1.5721014882409148,1.0993029994694898,1.0283300416102674,0.5306722294653091,close
1.519136553153659,0.7783701847562654,0.8732409293887429,0.6944766976670231,close
1.5036903722208266,0.766049269866264,0.425927791817404,0.46242146270737605,close
1.5457788366993535,0.9102532084150391,-0.032824565143403185,0.45829635428020177,close
1.5847854247002513,1.1892472219733872,0.7844748351257582,0.5799125006816352,close
1.6005228595089458,1.1832814683622686,0.8464442796561291,0.587560452035829,close
1.5793672081075254,1.0551885914217614,1.073106537660118,0.6151093458672219,close
1.5637784990499712,0.8405387016205057,0.9970580017179206,0.8085098141055392,close
1.5642738397171025,0.8486193303080549,0.22334893593351715,0.6126757544638323,close
1.6051892624693596,1.0548824726954273,0.45562514106910734,0.6394770362175632,close
1.5777139094506887,1.1818286585301792,0.772573164534571,0.6176327215597999,close
1.6010467021870145,1.1370171597472247,0.9550924208854242,0.5858757539262365,close
1.5784966200467978,0.7716336396109706,0.9411287679593455,0.7689904961137402,close
1.5306496437327775,0.7037213064871606,0.30291641253036106,0.47255084004966236,close
1.5594679954699535,1.081791693296234,0.5968791204563528,0.43636191429705073,close
1.5989068447030363,1.1632708620236472,0.7875331204398067,0.6780767920295186,close
1.580410630566917,1.213637957585269,0.9201308774396265,0.6370708899677423,close
1.5915913299856308,1.0747854356495867,1.0538288022759714,0.6167651680816587,close
1.5212612684044335,0.5949183618609828,0.701679599636627,0.5570916072491424,close
1.5083505147910126,1.0050197200970423,0.5532149821896958,0.6177425167704006,close
1.572794183827119,1.085889133461018,1.0048469568790785,0.5186034730101969,open
1.5837067681942953,0.6818892103723507,0.8576538154194856,0.7320683124540892,open
1.5175308288148148,0.8007623628123018,0.1971224374426387,0.43039731099275935,open
1.5631835300459664,1.0815024568443856,0.5082835791690802,0.5301110795040821,open
1.6136457310844294,1.1818974747425952,0.7696014691240488,0.563754064536087,open
1.55161187871067,1.1682618372020235,0.9444789575811677,0.581570004938245,open
1.586219762439762,1.036533536032503,1.0514318933216997,0.6387934509787141,open
1.5174842939794202,0.6126704502401008,0.6911031527197306,0.5949111627424456,open
1.5613849914976308,0.8560221686541846,0.2560824569114542,0.6219111742555969,open
1.646265522568348,1.1631169625986506,0.852141944352671,0.6210223482454836,open
1.6204422910916354,1.201204272688812,0.8253251636427824,0.6099176314963288,open
1.5492203944417415,1.100172022384226,1.0048845289596307,0.592748077254713,open
1.5530017751303011,0.7592983736740572,0.9385507506408335,0.7965856978148625,open
1.5263396627103392,0.6777608946128656,0.2569778782163217,0.4689925316914879,open
1.5558471150900288,1.0765725892726765,0.6173235949058602,0.43084229246573114,open
1.6395771822639544,1.1961929029019769,0.8370580010670312,0.6971081859188965,open
1.610412524888031,1.187237415738004,0.9563141962379503,0.6317134825224601,open
1.5270586132854889,0.9582264335959728,0.9816891122954069,0.7178586469521278,open
1.5363919282640242,0.5826480126861914,0.6792889778663406,0.6303365002244934,open
1.510896156365648,0.9935870259511107,0.5379582383150805,0.6196215814942122,open
1.531915835051515,1.1573692681705747,0.8742393142896399,0.7986492752570914,open
1.6017482967987906,1.1746657458161345,0.8220003866021621,0.6874049550107114,open
1.5331985549991607,1.085852480343966,0.9790340227791042,0.6379746601393145,open
1.566717775416476,0.8578439252390911,0.9763603631605979,0.6851002762007258,open
1.5029965859349494,0.9427293591913612,0.27069816162583105,0.41902684636524656,open
1.5236018566599239,1.0164683848577616,0.5039086131716239,0.3308192112882415,open
1.569608712753293,1.1828261739338624,0.7759277852624814,0.5975715960050701,open
1.5879928502612806,1.1573259745978481,0.8917775516839153,0.5397834851930062,open
1.521354879517943,1.00719041718349,0.9729514729144455,0.5226737652588568,open
1.54129852122789,0.7173814158217248,0.9076126436920314,0.7524911115056163,open
1.5214043736356928,0.7268953516308372,0.3859786007713069,0.4581646649136865,open
1.5858312416955749,1.089086125516086,0.48167193215720466,0.5194716924740195,open
1.5693483185863684,1.2074854160267756,0.8362525412552714,0.5332821052048181,open
1.5869228124808665,1.1466519728337707,0.9977725233989388,0.5535251521659662,open
1.5305188333944955,0.9184532892060466,0.9708194077853337,0.7862439595276411,open
1.5348619929850646,0.6506208434957841,0.6213004332284207,0.6550144956869483,open
1.560367201360292,0.8352261990168728,0.30951042715260363,0.6459335946143014,open
1.6297710017715208,1.1934654043874906,0.7827753823099993,0.6216472364013459,open
1.6276579616378166,1.2052266696923077,0.8543382707997994,0.6139349318103656,open
1.580349070905112,1.0477486255269906,1.0532817540379895,0.609150805509082,open
1.5550254481594907,0.7524303997722932,0.9295898833327018,0.7997774406901269,open
1.541984778320348,0.9276366382461545,0.03049249776031797,0.44571934372912186,open
1.545250414835831,1.0519228161654892,0.6299963494268488,0.4612860899116077,open
1.6051837983686539,1.2159076747273336,0.8259090492405118,0.7093408297534752,open
1.6086676998493374,1.1800886444528345,0.9441350333225549,0.6272096342187661,open
1.5305190873680068,0.9495293520547058,0.9683929140563099,0.7041019021658773,open
1.5380074238754253,0.586628644678782,0.6775575148815861,0.6220032524274528,open
1.5150196230124806,0.9947899791137812,0.5172393851350408,0.6292493378953938,open
1.5325403067357508,1.1599761951817047,0.8807640726572539,0.7970348771774743,open
1.6022299363281718,1.1785003464309256,0.8288937053980967,0.6911254378734802,open
1.5660528695976188,1.0334436629434334,1.0277012546162931,0.641868530643888,open
1.5545659080105179,0.8493997444543029,0.9784672015050607,0.6878349948841189,open
1.5392625766530312,0.8955436007060219,0.4452518707345579,0.44335926844215523,open
1.5310546992452678,1.0212033421764446,0.5246770170517521,0.3249277234511516,open
1.5601852321665535,1.1873858040180452,0.7899502371377177,0.592098913854585,open
1.5983602211254009,1.1696353234576298,0.8995603306542065,0.5312282379335124,open
1.5240728918578303,1.0203909632421604,0.9860059743768196,0.5310000565788052,open
1.5399899446163872,0.7199025402742331,0.9095843067707517,0.7551384142813926,open
1.520102436560191,0.725154102002209,0.36794792204958127,0.4567331590072189,open
1.5845932513329941,1.0768961147379787,0.508737178942744,0.5252944815486118,open
1.609603610584997,1.1802883776249915,0.7664332040004938,0.5535765039770133,open
1.5822676567084342,1.1382427107067572,0.9986774554633407,0.5168893779201873,open
1.578962294340559,1.0513398828135319,1.061919343958804,0.6399648028564427,open
1.5322026459070994,0.6584927449221273,0.6278867107182621,0.6555640339407995,open
1.5636154421362183,0.8361504431150278,0.23680902621204244,0.6246975271536653,open
1.6116046884240365,1.195508139983327,0.7993974620532175,0.6093811034631118,open
1.6183933152357868,1.1901122970165925,0.8165458288552727,0.6166150342485376,open
1.5498917837240296,1.086097704685882,0.9881431414390958,0.5946464536560715,open
1.5543865612833978,0.7478587085740286,0.9320285266503122,0.7952316378420258,open
1.5318754559824443,0.696391561426148,0.3042453980459344,0.4643356748613778,open
1.5657121422029965,1.0796699115638402,0.6069280485216725,0.4363619806840317,open
1.6375164818044854,1.1994942696225603,0.8248638404878326,0.6937756900102319,open
1.6138449582026655,1.1950125505827762,0.9613759531956824,0.6316731582413382,open
1.5289752171103348,0.9620352424992478,0.9834095800411018,0.7177031242411623,open
1.5407762710093817,0.5855260564116309,0.6639224205219064,0.6286371044034824,open
1.5145888599465003,1.001772295572289,0.5374593464755121,0.6197860836269733,open
1.4769207238218964,1.1030149167174745,0.7895398528464012,0.5182964075875217,open
1.6025692331843708,1.1751130463420254,0.8183240621913113,0.6875506628350012,open
